idUporabnik;ocena;max_ocena;normirano
17;4.27378640592;4.78163270804;0.893792281188
17theone;4.34759355356;4.78163270804;0.909227834721
19miha90;4.3024390101;4.78163270804;0.899784503077
4-3-2-1;4.20476193655;4.78163270804;0.879356946317
420;4.23433475945;4.78163270804;0.885541616848
88dejo88;4.18155340315;4.78163270804;0.874503262477
99-or-1;3.88394495435;4.78163270804;0.812263340055
a-dee-jay;4.26333334446;4.78163270804;0.891606194949
a-orhidejca;4.36304348254;4.78163270804;0.912458933787
a123b;4.05137615029;4.78163270804;0.84727882664
abeta;4.34512196808;4.78163270804;0.908710943183
abndbn;4.09090909091;4.78163270804;0.855546492317
aboveu;4.23146417431;4.78163270804;0.884941281081
accko;4.23953488076;4.78163270804;0.88662913687
acinho;4.25384611517;4.78163270804;0.889622096657
adijo-svet;4.12928474706;4.78163270804;0.863572130941
agent-perry;4.45812766248;4.78163270804;0.932344229406
aki10;4.3810606066;4.78163270804;0.916226919569
alanhansen;4.08390803584;4.78163270804;0.854082336557
albus;4.44059409481;4.78163270804;0.928677371506
alcarin;4.34137928349;4.78163270804;0.90792822213
alek;4.27706421406;4.78163270804;0.894477780961
alen64;4.31977399594;4.78163270804;0.903409830846
ales24;4.23629628817;4.78163270804;0.885951838385
alexiush;4.34235034681;4.78163270804;0.908131304085
alfi2;4.41940299433;4.78163270804;0.92424560065
alikasmu-anje;4.45000001362;4.78163270804;0.930644465046
alisha-8mg3;4.32692308953;4.78163270804;0.904904946433
alkum;4.00769228488;4.78163270804;0.838143063172
alojzr;4.03400001526;4.78163270804;0.843644893192
am-shagar;4.40238096175;4.78163270804;0.920685721918
an-e-ciuf;4.17816092776;4.78163270804;0.87379378193
anakin-skywalker;4.19295776058;4.78163270804;0.876888296654
andrejm-yj8h;4.30410961909;4.78163270804;0.900133883527
andz;4.22222220368;4.78163270804;0.883008474612
angelmanuel;4.41518987583;4.78163270804;0.923364496066
ankorn;4.38341969715;4.78163270804;0.916720284638
anny22;4.39660195702;4.78163270804;0.91947713793
anze82;4.08324872661;4.78163270804;0.853944452853
anzi23;4.3037735876;4.78163270804;0.900063608057
arawn;3.89428571974;4.78163270804;0.814425941414
aresnica;4.56000002861;4.78163270804;0.953649162752
arking;4.15490194395;4.78163270804;0.868929547216
arli23;4.08162327127;4.78163270804;0.853604515547
arnolfus;4.28441557017;4.78163270804;0.896015196434
arsenal_fan1;4.20514342422;4.78163270804;0.879436728202
arso;4.50775862151;4.78163270804;0.942723729895
arto77;4.20000003707;4.78163270804;0.878361073197
arts7yle;4.36028708225;4.78163270804;0.911882477907
aschkao;4.52878788385;4.78163270804;0.94712165496
ashme;4.20206895614;4.78163270804;0.878793753664
aski;4.43934427356;4.78163270804;0.928415991905
assange;4.22706422401;4.78163270804;0.884021103692
as_kgarnett;4.40104529999;4.78163270804;0.920406390183
ata;4.0295775071;4.78163270804;0.842719998197
atacar;4.55647061292;4.78163270804;0.952911043389
atm;4.14186047584;4.78163270804;0.86620213821
atomx;4.49397595245;4.78163270804;0.939841310876
aufbiks-v2ft;4.3455210157;4.78163270804;0.908794397444
avantura10;4.18970588025;4.78163270804;0.876208219256
axx;4.33867924393;4.78163270804;0.907363553172
ayrton79;4.10921052569;4.78163270804;0.85937393702
b-in;4.26631016049;4.78163270804;0.892228747163
b1;4.12020201876;4.78163270804;0.861672627392
backless;4.27619043797;4.78163270804;0.894295045033
bad-o;4.02957745505;4.78163270804;0.842719987312
bala;4.3987437274;4.78163270804;0.919925054052
balestra92;4.27759036845;4.78163270804;0.894587817516
bamfi;4.29431817477;4.78163270804;0.898086163655
barca10;4.18285715989;4.78163270804;0.874775921801
barca14;4.19179102734;4.78163270804;0.876644293547
barca_4_ever;4.16172839241;4.78163270804;0.870357186869
barezi;4.45119049152;4.78163270804;0.930893433959
barracuda-u6le;4.18719999027;4.78163270804;0.875684153496
barto_;4.52857149328;4.78163270804;0.947076400424
bata1967;4.16006288888;4.78163270804;0.870008874141
bb_44;4.28838948811;4.78163270804;0.896846276147
belfast-boy;4.25953757418;4.78163270804;0.890812371895
belphegor;4.14817516038;4.78163270804;0.867522750839
bethtempete;4.29107143836;4.78163270804;0.897407162023
biebermaniac;4.07350425231;4.78163270804;0.851906555989
bigbadbruin;4.52954544804;4.78163270804;0.947280087077
bjorndalen-tiala;4.13055556681;4.78163270804;0.863837902034
blackadder-7v91;4.57534250495;4.78163270804;0.956857789863
blamethagame;4.47261905103;4.78163270804;0.935374865474
blazm;4.18676923532;4.78163270804;0.875594068168
blazz;4.21975309025;4.78163270804;0.882492100063
bliki;4.60311112616;4.78163270804;0.962665141223
blitz;4.11999998887;4.78163270804;0.861630376156
bob-q82o;4.37203390922;4.78163270804;0.914339133968
bobbek;4.32395211398;4.78163270804;0.904283615659
boboman;4.18709677073;4.78163270804;0.875662566824
bobr;4.17619049265;4.78163270804;0.873381697768
boby21;4.38957057774;4.78163270804;0.918006640359
bobym;4.18585858321;4.78163270804;0.875403620226
bodimo_realni;4.25535709837;4.78163270804;0.889938093993
bojan55;4.40722896392;4.78163270804;0.921699602002
bojanec;4.57380956979;4.78163270804;0.956537201634
bolhca;4.11638416274;4.78163270804;0.860874185468
bondi;4.21588448734;4.78163270804;0.88168304526
bonifika123;4.54859816248;4.78163270804;0.95126464959
boomslang;4.26931820674;4.78163270804;0.892857830666
bor-v;4.22412060373;4.78163270804;0.883405493824
bor10ut;4.38429752263;4.78163270804;0.91690386743
borut1991;4.29591836856;4.78163270804;0.898420817922
bostjan-brunec;4.42164951624;4.78163270804;0.924715423835
bozz;4.07352941615;4.78163270804;0.851911818593
branc;4.33333336247;4.78163270804;0.906245549806
branko57;4.34469527127;4.78163270804;0.908621706549
branvan30000;4.34240001869;4.78163270804;0.908141692144
brasilinho7777;4.07476636294;4.78163270804;0.852170505712
bregas;4.58857145139;4.78163270804;0.959624406884
brehme;4.33972601327;4.78163270804;0.907582467799
brico32;4.32943925791;4.78163270804;0.905431161752
brigate-rosse;4.4577320089;4.78163270804;0.932261484954
brisko;4.15619047256;4.78163270804;0.869199021826
bro_die;4.30108695315;4.78163270804;0.899501742557
bsr;4.22782447692;4.78163270804;0.88418009811
bubi-schumi;3.9936305854;4.78163270804;0.83520228952
budspencer;4.33272729874;4.78163270804;0.906118801525
caedmon;4.32873563246;4.78163270804;0.905284010037
cak-mal-noris;4.27272726653;4.78163270804;0.893570779568
camel2;4.58051950591;4.78163270804;0.957940474643
captain-obvious;4.36315788581;4.78163270804;0.912482859353
carbonfajbr;4.18979590766;4.78163270804;0.876227047012
carlos_carlos;4.1867346715;4.78163270804;0.875586839713
cartekmedo;4.3964509638;4.78163270804;0.919445560176
cecile;4.10896551198;4.78163270804;0.859322696424
celec222;4.33255816338;4.78163270804;0.90608342964
celjan2;4.1873239346;4.78163270804;0.875710074419
cepheus;4.57058822407;4.78163270804;0.955863510049
chamberlain;4.40163399737;4.78163270804;0.920529506578
chelsea-hh;4.33888889949;4.78163270804;0.907407399191
chelsea1111;4.31166667938;4.78163270804;0.901714318653
chelsea99;4.30237468629;4.78163270804;0.899771050808
chi-bears-54;4.31414140595;4.78163270804;0.902231867098
chopin;4.33916668296;4.78163270804;0.907465493045
chosen;4.47413797728;4.78163270804;0.935692523969
chupa;4.17066665332;4.78163270804;0.872226477435
cicimici;4.02952380862;4.78163270804;0.842708768042
cini-minis;4.29605265092;4.78163270804;0.898448900874
comrade;4.330992731;4.78163270804;0.905756045151
conchis;4.25257733188;4.78163270804;0.889356751456
conquistador;4.19349112313;4.78163270804;0.876999840678
coreysteel;4.42670810815;4.78163270804;0.925773345307
cricka;4.33953489536;4.78163270804;0.907542498625
crnibog;4.2776698935;4.78163270804;0.894604448875
croman_1;4.13684211405;4.78163270804;0.865152630208
cslesce;4.48614456926;4.78163270804;0.938203505618
ctm;4.31226415004;4.78163270804;0.901839269835
cungalunga007;4.37191489149;4.78163270804;0.914314243363
cvetaca-i0bc;4.3393162387;4.78163270804;0.907496770173
cyril;4.11789474926;4.78163270804;0.861190099845
d-e-s-s;4.52359157969;4.78163270804;0.946034933232
d-u-p-a;4.41627911357;4.78163270804;0.923592292261
d-wade36;4.24112555372;4.78163270804;0.886961800012
da-funk;4.18539324503;4.78163270804;0.875306302383
daayumn;4.0974137855;4.78163270804;0.856906842429
dad-t56c;4.1059523679;4.78163270804;0.858692546794
dadinho10;4.18235296963;4.78163270804;0.874670478683
damirtankovic;4.50349651211;4.78163270804;0.941832379668
damjan-ozmec;4.45871557008;4.78163270804;0.932467180631
danger_mouse;4.03611110979;4.78163270804;0.844086393964
daryankoff;4.37594184857;4.78163270804;0.915156415342
davide;3.87916668753;4.78163270804;0.811264043975
daywalker;4.34852938091;4.78163270804;0.909423547651
deadeye1;4.29318181493;4.78163270804;0.897848512645
deancarni;4.28666665077;4.78163270804;0.896485972995
dejan1994;4.39382719111;4.78163270804;0.918896841182
delux;4.50445862788;4.78163270804;0.94203359039
demetra;4.2744444867;4.78163270804;0.893929907982
demiensatlier;4.34086022497;4.78163270804;0.90781966956
deninho1989;4.3111111025;4.78163270804;0.901598128867
deniniho;4.22857143411;4.78163270804;0.884336311946
diazepam;4.31627907217;4.78163270804;0.902678924902
diego-armando;4.33123029707;4.78163270804;0.905805728196
dimel;4.29583333929;4.78163270804;0.898403035446
dinacc;4.23360653588;4.78163270804;0.88538932084
dirknowitzki;4.48134330716;4.78163270804;0.937199400453
dirttrials;4.16315792318;4.78163270804;0.870656149767
divac21;4.10989011775;4.78163270804;0.859516062545
dobiica;4.25215515597;4.78163270804;0.889268460294
doblaek;4.20705882521;4.78163270804;0.879837302881
doblica;4.28347828077;4.78163270804;0.89581917774
doda33;4.17910449896;4.78163270804;0.87399111436
doktor-bauer;4.32627740568;4.78163270804;0.904769912253
dolinc;4.29462365309;4.78163270804;0.898150049432
domen_92;4.41111111376;4.78163270804;0.922511489923
domobranec-ryen;4.27654986851;4.78163270804;0.894370214032
donkey;4.37722774425;4.78163270804;0.915425339318
donkeyking;4.53823531375;4.78163270804;0.949097429863
doubleog;4.27628864947;4.78163270804;0.894315584357
dp_mozart;4.14234232688;4.78163270804;0.866302909447
drago;4.05222219626;4.78163270804;0.847455763268
drash;4.1731707381;4.78163270804;0.872750165667
drawlord;4.3003558612;4.78163270804;0.899348846675
dreadlord;4.09655171975;4.78163270804;0.856726555526
drjones;4.15132741802;4.78163270804;0.868181993786
drncl;4.37830190614;4.78163270804;0.915649982647
drop-dead;4.20952381407;4.78163270804;0.880352814843
dusansilni;4.42906979489;4.78163270804;0.926267253326
dylanus;4.65494506569;4.78163270804;0.973505358925
e-e;4.14563759221;4.78163270804;0.866992060105
eagle012;4.32640002155;4.78163270804;0.90479555535
ebel-acroni;4.39606301991;4.78163270804;0.919364428079
ekv;4.45138886571;4.78163270804;0.930934920665
elemental;4.25638295995;4.78163270804;0.890152636105
elko;4.53703706647;4.78163270804;0.948846836111
eltorro;3.86268655578;4.78163270804;0.807817494908
elvis1990;4.40519484607;4.78163270804;0.92127419964
emlynhughes;4.20602410098;4.78163270804;0.879620907291
enigma1;4.42631579521;4.78163270804;0.925691299494
ennui;4.2682310261;4.78163270804;0.892630464679
ermin;3.8989473117;4.78163270804;0.815400836861
erwte35;4.40746267162;4.78163270804;0.921748478132
es-y8pg;4.18648649551;4.78163270804;0.875534937778
espero;4.24415585592;4.78163270804;0.887595537981
etienko;4.45714288844;4.78163270804;0.932138280079
ettelewen;4.65625005364;4.78163270804;0.973778275736
eu-bananistan;4.43414638682;4.78163270804;0.927328939206
eva-longoria;4.43578946967;4.78163270804;0.927672563016
ezat_anim;4.15973856496;4.78163270804;0.869941047117
fabregas1991;4.31598173864;4.78163270804;0.902616742474
fairplayer;4.04902806241;4.78163270804;0.846787762599
faktorx;4.36126127544;4.78163270804;0.912086214424
fanica28;4.53805671723;4.78163270804;0.949060079332
fc-mb;4.3178217954;4.78163270804;0.903001560145
fedorov71;4.54218062877;4.78163270804;0.949922527745
ferrari-fan;4.76666669934;4.78163270804;0.996870104917
ferrari458;4.31470590655;4.78163270804;0.902349923133
fini_gospod;4.32970299579;4.78163270804;0.9054863182
firebal-no-1;4.28873240612;4.78163270804;0.896917991821
fireworker;4.58727273219;4.78163270804;0.959352801079
firnk-6clt;4.42635659746;4.78163270804;0.925699832615
fissico;4.34827587043;4.78163270804;0.909370530095
fleaa;4.31866912701;4.78163270804;0.903178765644
fndesjekl;4.31463416539;4.78163270804;0.902334919647
foofighter;4.14840182794;4.78163270804;0.867570154639
fosfat;4.24761904989;4.78163270804;0.888319808158
franc-pijanc;4.40162866085;4.78163270804;0.920528390533
francek-xh6k;4.27038837347;4.78163270804;0.893081638472
frank-james;4.07215187821;4.78163270804;0.851623729142
freestailo;4.13260870783;4.78163270804;0.86426728278
friks;4.35637931022;4.78163270804;0.911065231525
frutek01;4.19548387297;4.78163270804;0.8774165916
fudelaster;4.32000000838;4.78163270804;0.903457097639
fuj_plagiatorji;4.35943395462;4.78163270804;0.911704060266
g1307;4.49767445132;4.78163270804;0.940614791211
g33ky_fr34k;4.45624104908;4.78163270804;0.931949675178
galaxy;4.33837210439;4.78163270804;0.907299319978
gapek;4.42666666419;4.78163270804;0.925764677983
gappon;4.18653846246;4.78163270804;0.875545805812
genniuuss;4.21836732358;4.78163270804;0.882202289709
german;4.21285714422;4.78163270804;0.881049926134
gesan;3.92402599539;4.78163270804;0.820645631939
gigi76;4.43382352591;4.78163270804;0.927261418146
giroud;4.23822394692;4.78163270804;0.886354976574
glasna;4.45176473926;4.78163270804;0.931013528449
go-keith-go;4.10000002735;4.78163270804;0.857447712464
goalkeeper;4.17222219043;4.78163270804;0.87255179249
goat16;4.34088396631;4.78163270804;0.907824634672
gor123;4.05958904306;4.78163270804;0.848996418364
gordon;4.4750000028;4.78163270804;0.935872802458
goskic;4.30151516018;4.78163270804;0.899591295029
gpag;3.95740740903;4.78163270804;0.827626806713
gravesen;4.27453416425;4.78163270804;0.893948662569
gregaa;4.14301073679;4.78163270804;0.866442696409
gregorb;4.30208668338;4.78163270804;0.899710819726
gregorsu;3.91538460962;4.78163270804;0.818838427936
gregory2010;4.3746987969;4.78163270804;0.914896451487
gregorzupancic;4.18413792807;4.78163270804;0.875043773445
gregsa;4.39808429703;4.78163270804;0.919787145013
gregsz;4.29910712556;4.78163270804;0.899087694112
grobarrr;4.53037975106;4.78163270804;0.94745456786
gromhellscream;4.27613635903;4.78163270804;0.894283735311
grugar;4.26666666835;4.78163270804;0.892303304931
gumbler;4.30340915647;4.78163270804;0.899987393267
gumi;4.30833333068;4.78163270804;0.901017203483
gunman55;4.56111110912;4.78163270804;0.953881527005
gunslinger;4.29487184072;4.78163270804;0.898201953801
gushtr;4.49968555738;4.78163270804;0.941035381035
hafis;4.3435986207;4.78163270804;0.908392360082
hanzy23;4.19631578483;4.78163270804;0.877590572311
hardworker;3.8588235238;4.78163270804;0.807009605173
heinz;4.3380368224;4.78163270804;0.907229201253
heldarion;4.38142857552;4.78163270804;0.91630387423
hepimen;4.29627117545;4.78163270804;0.898494601692
hijena;4.40492958922;4.78163270804;0.921218725523
hladilnik;4.27303370197;4.78163270804;0.893634865511
hrgotax;4.23272729137;4.78163270804;0.885205441282
humwawaxaztur;4.39473686511;4.78163270804;0.919087084569
hyosung;4.16271183854;4.78163270804;0.870562858486
iawia;4.21323529938;4.78163270804;0.881129011079
iceman-m96s;4.44431817803;4.78163270804;0.929456202388
icetea;4.48185484063;4.78163270804;0.937306379282
ice_devil;4.53906251211;4.78163270804;0.949270424823
icos;4.41907691002;4.78163270804;0.924177405469
ics;4.26105262982;4.78163270804;0.891129220916
idaho;4.24604650209;4.78163270804;0.887990935596
idared;4.4737451951;4.78163270804;0.935610380023
ikacbe;4.17575759057;4.78163270804;0.873291163403
ikn1;4.27829457531;4.78163270804;0.894735090823
ime-egb7;4.22048196161;4.78163270804;0.882644531545
impact;4.25138888094;4.78163270804;0.889108206448
imre;4.15742574541;4.78163270804;0.869457358868
infostriker;4.22941181239;4.78163270804;0.88451206327
insider;4.232142835;4.78163270804;0.885083211825
intojeto;4.44958679341;4.78163270804;0.930558046821
iowa;4.2215414992;4.78163270804;0.882866116442
irobert;4.32970298163;4.78163270804;0.905486315239
iuckylee-is-back;4.18153849015;4.78163270804;0.874500143668
ivan-gudelj;4.78163270804;4.78163270804;1.0
iztrd;4.38033571861;4.78163270804;0.916075321144
jaakaa;4.22472325638;4.78163270804;0.883531528734
jaakaalj;4.17311320552;4.78163270804;0.872738133672
jackm8;4.15033557191;4.78163270804;0.867974565452
jaka93;4.45232560746;4.78163270804;0.931130824828
jakosol;4.25327871178;4.78163270804;0.889503433551
janbac;4.4346630224;4.78163270804;0.927436985058
janezblond;4.31401870072;4.78163270804;0.902206205313
janezjanez-j057;4.34021739856;4.78163270804;0.907685232967
jang;4.27063492366;4.78163270804;0.893133200398
janiel74;4.37050148344;4.78163270804;0.914018652267
janko-luzar;4.31758242649;4.78163270804;0.902951500066
janko1973;4.41710114902;4.78163270804;0.923764207484
jasej1;4.36095236142;4.78163270804;0.912021610126
jasminelle;4.23955225678;4.78163270804;0.88663277078
jast123;4.19664178633;4.78163270804;0.877658750174
jay-6;4.48000007237;4.78163270804;0.936918484943
jbzt;4.12105263911;4.78163270804;0.861850520677
jcole;4.18918921496;4.78163270804;0.876100167191
jd666;4.07466667414;4.78163270804;0.852149657436
jedercan;4.32833336393;4.78163270804;0.905199882177
jernej-dodig;4.32391305073;4.78163270804;0.904275446221
jernejzgur;4.51363640211;4.78163270804;0.943952971235
jeroflaek;4.44402517613;4.78163270804;0.92939492585
jerros;4.26309527386;4.78163270804;0.891556406391
jest25;4.24463276405;4.78163270804;0.887695275489
jezek_moli_moli;4.21884058869;4.78163270804;0.882301265339
jlmezed;4.32832763382;4.78163270804;0.905198683818
jo-epotrebuje;4.38346457106;4.78163270804;0.91672966928
jodlzi;4.36144578457;4.78163270804;0.91212480148
joe19;4.64517374941;4.78163270804;0.971461848502
johnb;4.20055558019;4.78163270804;0.878477255923
jojo7;4.3297520669;4.78163270804;0.905496580618
joshauboy;4.18744770653;4.78163270804;0.875735959286
joy;4.32654087289;4.78163270804;0.904825012096
jujc;4.23304349236;4.78163270804;0.885271569529
juninho8slo;4.38654710038;4.78163270804;0.917374329694
jureee;4.61142859005;4.78163270804;0.964404602281
jurerock;4.09909912273;4.78163270804;0.857259303049
jure_bure;4.22678572046;4.78163270804;0.883962859245
jure_mb;4.03445378873;4.78163270804;0.843739792466
jurica;4.33674911202;4.78163270804;0.906959897762
juveandlivar;4.43205125821;4.78163270804;0.926890777445
juventina10;4.1241573102;4.78163270804;0.862499811678
kafkaf;4.12238562399;4.78163270804;0.862129292586
kai;4.11585366726;4.78163270804;0.860763241045
kanalija;4.33267971971;4.78163270804;0.906108851151
kapitan-kljuka;4.22427184605;4.78163270804;0.883437123673
kar-eden;4.54166667802;4.78163270804;0.949815043381
katalonec;4.11739132301;4.78163270804;0.861084816508
katana-p4zd;4.38219181479;4.78163270804;0.916463493196
katastrofa;4.29411764706;4.78163270804;0.898044226576
kauko;4.16822917635;4.78163270804;0.871716719133
keketz;4.177094971;4.78163270804;0.87357085457
kenguru27;4.34720002842;4.78163270804;0.909145535396
kentaurus;4.15144926914;4.78163270804;0.868207476948
kimi12345;4.36470592022;4.78163270804;0.912806605342
kindobovs;4.12584268913;4.78163270804;0.86285228102
king23;4.15795453841;4.78163270804;0.869567947245
kingstone;4.18206897604;4.78163270804;0.874611086085
kipanaliwo;4.38505748771;4.78163270804;0.917062801653
kjersoncenezaide;4.05679014877;4.78163270804;0.848411075562
kla_man;4.1636363575;4.78163270804;0.870756206452
klemy;4.29504504102;4.78163270804;0.898238175801
klemzyy;4.35660377239;4.78163270804;0.911112174104
klipan;4.20288461733;4.78163270804;0.878964335814
klmncizmek;4.47179490583;4.78163270804;0.935202509032
knight1987;4.34322582137;4.78163270804;0.908314395221
kobalt;4.46578948121;4.78163270804;0.93394657304
kobi23;4.20940169718;4.78163270804;0.8803272761
kobiiica;4.46477269855;4.78163270804;0.933733929635
kok;3.91844659754;4.78163270804;0.819478792453
kokio;4.44860336567;4.78163270804;0.93035237905
kokozaver;4.17078651471;4.78163270804;0.872251544477
kolesar666a;4.3761904797;4.78163270804;0.915208412462
konjice;4.52112678071;4.78163270804;0.94551946098
kop;4.11515149781;4.78163270804;0.860616393829
koperboy;4.37574468217;4.78163270804;0.915115181225
kopibrejk;4.23376622138;4.78163270804;0.885422716442
kopitarthegreat;4.59256202327;4.78163270804;0.960458969495
koren-prsmojen;4.26153845839;4.78163270804;0.891230823987
korenc;4.27534250037;4.78163270804;0.894117712802
korosec19;4.40000000107;4.78163270804;0.920187783071
korotan;4.07772924182;4.78163270804;0.8527901432
kosmatapazduha;4.14814815698;4.78163270804;0.867517103521
kozlevcar;4.36853934674;4.78163270804;0.913608303581
kozorog1973;4.45366795367;4.78163270804;0.931411554506
kralj-matja;4.16616540565;4.78163270804;0.871285115363
kralj-tvrtko;4.17386362498;4.78163270804;0.872895071585
kramci;4.30769230884;4.78163270804;0.900883144286
kraner-oquh;4.19082569529;4.78163270804;0.876442410193
kreativni-hrvat;4.56954547925;4.78163270804;0.955645437084
krjen3;4.32989131497;4.78163270804;0.905525702066
krkanm18;4.36988638409;4.78163270804;0.913890014334
krkas;4.25116278959;4.78163270804;0.889060923153
krosnjar;4.03098592792;4.78163270804;0.843014546295
krpani;4.48019326251;4.78163270804;0.93695888749
krumpek;4.08556703931;4.78163270804;0.854429289904
kucheysh;4.20149253109;4.78163270804;0.878673203825
kum-50;4.11764704129;4.78163270804;0.861138295789
kumimonster;4.39230771248;4.78163270804;0.918579067166
kunta-kinte;4.12205882195;4.78163270804;0.862060947303
kuntekinte;4.18762886278;4.78163270804;0.875773845143
kurjac-jt6h;4.49266052246;4.78163270804;0.939566210283
kurt-china;4.16263735163;4.78163270804;0.870547280771
kvaternik;4.0491228006;4.78163270804;0.846807575536
kwayzdey;4.40270271172;4.78163270804;0.920753010644
k_ris;4.15684211129;4.78163270804;0.869335301371
l-amolin;4.4424561283;4.78163270804;0.929066785249
l-curek;4.43070865992;4.78163270804;0.926609995048
la-sonrisa;4.32333337731;4.78163270804;0.90415421704
ladu;4.2387931203;4.78163270804;0.886474009845
lascan1;4.16403510696;4.78163270804;0.870839598357
latamprle;4.06117648237;4.78163270804;0.849328405241
latex;4.1238805963;4.78163270804;0.862441941508
le-courage;4.19883725394;4.78163270804;0.878117896191
lechy;4.32032711261;4.78163270804;0.90352550612
ledeni_-ioqs;4.46492535321;4.78163270804;0.933765854852
ledzeppelin;4.4460784267;4.78163270804;0.929824329507
leftwinger;4.08850574767;4.78163270804;0.855043872524
legenda3;4.36885246748;4.78163270804;0.913673787645
legenda7;4.38696682058;4.78163270804;0.917462107285
leomessi10;4.33376623067;4.78163270804;0.906336077086
levak;4.24571428469;4.78163270804;0.88792145778
levkup;4.50100671525;4.78163270804;0.941311679519
lfc;4.19504717639;4.78163270804;0.877325263677
likid;4.25000000993;4.78163270804;0.888817746872
ljga;4.30512820554;4.78163270804;0.900346904165
ljsn;4.14586466237;4.78163270804;0.867039548102
lmatja;4.27199999406;4.78163270804;0.893418682467
lojal;4.22812501192;4.78163270804;0.884242950072
lookaaa;4.24562501237;4.78163270804;0.887902787939
lord-of-d-rings;3.95599999428;4.78163270804;0.827332469018
loucypher;4.38228346513;4.78163270804;0.91648266036
